11:54:09.444 > ets Jul 29 2019 12:21:46
11:54:09.447 > 
11:54:09.447 > rst:0x1 (POWERON_RESET),boot:0x13 (SPI_FAST_FLASH_BOOT)
11:54:09.451 > configsip: 0, SPIWP:0xee
11:54:09.454 > clk_drv:0x00,q_drv:0x00,d_drv:0x00,cs0_drv:0x00,hd_drv:0x00,wp_drv:0x00
11:54:09.460 > mode:DIO, clock div:2
11:54:09.463 > load:0x3fff0030,len:1184
11:54:09.465 > load:0x40078000,len:13232
11:54:09.467 > load:0x40080400,len:3028
11:54:09.469 > entry 0x400805e4
11:54:10.609 > Presence,Fall_State,Distance_dm,Intensity,Breath_Rate,Heart_Rate,Raw_Hex
12:03:16.379 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:17.383 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:18.370 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:19.363 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:20.353 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:21.351 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:22.360 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:23.338 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:24.327 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:25.325 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:26.320 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:27.311 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:28.202 > 2,49,0,0,0,0,53 59 80 02 00 01 02 31 54 43 
12:03:28.305 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:03:29.297 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:03:30.292 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:03:31.301 > 1,48,0,0,0,0,53 59 80 02 00 01 01 30 54 43 
12:03:31.415 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:32.274 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:33.273 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:34.265 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:35.259 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:36.248 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:37.245 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:38.239 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:39.227 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:40.240 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:41.221 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:42.213 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:43.207 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:44.201 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:45.192 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:46.188 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:46.303 > 1,49,0,0,0,0,53 59 01 01 00 01 0F BE 54 43 
12:03:47.181 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:48.172 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:49.178 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:50.161 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:51.153 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:52.146 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:53.140 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:54.130 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:55.124 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:56.119 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:57.115 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:58.118 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:59.101 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:04:00.092 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:04:01.089 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:04:02.077 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:04:03.097 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:04:04.069 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:04:04.363 > 2,49,0,0,0,0,53 59 80 02 00 01 02 31 54 43 
12:04:05.063 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:04:06.055 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:04:07.055 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:04:07.848 > 1,48,0,0,0,0,53 59 80 02 00 01 01 30 54 43 
12:04:08.042 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:04:09.035 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:04:10.030 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:04:11.024 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:04:12.035 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:04:13.010 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:04:14.002 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:04:14.997 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:04:15.992 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:04:16.983 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:04:17.980 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:04:18.971 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:04:19.964 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:04:20.973 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:04:21.948 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:04:22.946 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:04:23.939 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:04:24.928 > 2,49,0,0,0,0,53 59 80 02 00 01 02 31 54 43 
12:04:25.047 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:04:25.926 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:04:26.919 > 100,148,0,0,0,0,53 59 80 03 00 01 64 94 54 43 
12:04:27.907 > 42,90,0,0,0,0,53 59 80 03 00 01 2A 5A 54 43 
12:04:28.906 > 24,72,0,0,0,0,53 59 80 03 00 01 18 48 54 43 
12:04:29.914 > 60,108,0,0,0,0,53 59 80 03 00 01 3C 6C 54 43 
12:04:30.891 > 50,98,0,0,0,0,53 59 80 03 00 01 32 62 54 43 
12:04:31.886 > 98,146,0,0,0,0,53 59 80 03 00 01 62 92 54 43 
12:04:32.880 > 71,119,0,0,0,0,53 59 80 03 00 01 47 77 54 43 
12:04:33.874 > 4,52,0,0,0,0,53 59 80 03 00 01 04 34 54 43 
12:04:34.867 > 21,69,0,0,0,0,53 59 80 03 00 01 15 45 54 43 
12:04:35.858 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:04:36.854 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:04:37.846 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:04:38.851 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:04:39.833 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:04:40.549 > 1,48,0,0,0,0,53 59 80 02 00 01 01 30 54 43 
12:04:40.827 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
